Results ssCCA, lambdas: 0.2 0.2 0.3 4. Variable correlation: 0.917540232541043 0.989578987997275 0.90335387478367 0.946466431390473
Type2_3	0.503219394266213
Type2_2	0.496633084532523
Type2_4	0.437664544746706
Treat_2	0.346368473921221
Type2_1	0.329354516516255
random.1	0.138850760724049
random	0.129834983253484
random.3	0.115527847743007
Treat_1	0.112105613769525
Type1_3	0.107179864297642
Rep_2	0.0790252355482279
random.2	0.016680296916224
Type1_1	0.00826421412864146


Treat_2	0.522138458874809
random.1	0.48549778606693
Type2_3	0.371141257143759
Type2_1	0.311080816421242
random	0.283390032001545
Treat_5	0.247044962716729
random.3	0.239196324499969
random.2	0.133481271837173
Rep_2	0.111816944718553
Type1_2	0.109838994543441
Type2_2	0.0983538542563584
Type1_1	0.0710876458647921
Type1_3	0.0384499554108608


Type2	0.9042367549025
Type1	0.427031487227108
