Results ssCCA, lambdas: 0.2 0.2 1.9 2. Variable correlation: 0.991882993965885 0.998115547720879 0.989710670889878 0.993913109305378
Rep_1	0.638176947283359
Rep_2	0.634829419611798
Treat_1	0.408967050428477
Type2_1	0.136746466048049
random.2	0.0444220469888302
random.4	0.0416922667509055
Type2_2	0.00752225186601352


Rep_3	0.495514110538832
Rep_2	0.484661282656304
Rep_1	0.4826320517471
Treat_4	0.355332834847883
random.1	0.251530725018031
Treat_5	0.220147634832171
random	0.211598944623847
Type2_1	0.060379753804838
random.4	0.0147690694088818
Treat_1	0.00185641031288888


Rep	1
