Results ssCCA, lambdas: 0.2 0.2 0.4 3. Variable correlation: 0.957517896896528 0.972863216804727 0.976186267891722 0.974524742348224
Type1_3	0.498766174728899
Type1_1	0.487741215422193
Type1_2	0.486672867576102
Type2_1	0.273029029694871
Type2_4	0.248954521127237
Treat_2	0.215056194598356
Type2_3	0.182294605766771
Type2_2	0.145472251331631
Treat_1	0.113414584528065
random	0.10499387230267
Rep_2	0.096039126184084
random.1	0.0711195922893402
Rep_1	0.0340054060342387


Type1_1	0.504966294564495
Type1_2	0.501576407024981
Type1_3	0.436603151831514
Rep_2	0.326265644347459
Rep_3	0.300525648390834
Type2_2	0.246743359222537
Treat_4	0.135462751557006
Type2_3	0.112413280675791
random.2	0.105303185995287
Treat_1	0.0436019009243195
random.1	0.0324803811374679
Rep_1	0.011351259947208


Type1	0.99610970528379
Type2	0.0881218193153097
