Results ssCCA, lambdas: 0.2 0.2 1.9 1. Variable correlation: 0.975334611730632 0.975267934708793 0.99578170012968 0.985524817419237
Treat_2	0.640091472502789
Treat_1	0.632277580461882
random.1	0.365466196281135
random.3	0.188568741014643
Type2_1	0.146233571256508


Treat_3	0.432543048843982
Treat_5	0.42841936157038
Treat_4	0.408755490725776
Treat_1	0.408031586742277
Treat_2	0.391152882815618
random	0.319306677184337
random.3	0.134971631396908
random.4	0.133630479469834
random.1	0.0532921972779171
random.2	0.0438257698737821


Treat	1
